application_id,pan_number,applicant_name,employer_name,employer_type,employment_tenure_years,gross_salary,total_deductions,declared_income,income_stability,existing_emi_total,bank_balance,bounce_count,statement_months,spending_ratio,negative_month_count,cibil_score,negative_items_count,oldest_account_years,inquiries_12m,accounts_good_standing,derogatory_marks,requested_loan_amount,requested_tenure_months,aadhaar_number,date_of_birth,phone_number,email,address,verified_income,income_mismatch_flag,default_flag,written_off_flag,credit_enquiries_6m,interest_rate,proposed_emi,dti_ratio,data_consistency_flag,ocr_confidence_score,document_consistency_flag,decision,risk_category,decision_reason_codes,confidence_score,hil_required_flag,application_date
APP000551,MGZJO7956C,Kunal Chauhan,Amazon India,Startup,16,181437,50447,174972,High,5499,180950,0,6,0.8,3,318,5,6,14,3,6,1042000,84,366539788587,1983-09-02,9089557131,kchauhan@outlook.com,"Flat 941, C Wing, Sai Heights, Adyar, Delhi, Delhi - 985266",173226,FALSE,FALSE,FALSE,8,21.87,24326.25,0.172,TRUE,87.24,TRUE,APPROVE,MEDIUM,LOW_CREDIT_SCORE|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES,92.29,TRUE,2026-01-23
APP000552,BPIJC2330X,Abhishek Singh,TCS,Startup,17,213164,45839,178473,High,34815,494871,1,12,1.11,1,704,1,6,5,5,0,1272000,72,442462712393,1967-01-18,9206533535,abhishek.singh@rediffmail.com,"Flat 406, B Wing, Shanti Complex, Banjara Hills, Lucknow, Uttar Pradesh - 628241",184913,FALSE,FALSE,FALSE,3,11.87,24781.94,0.322,TRUE,70.79,TRUE,APPROVE,LOW,MEETS_CRITERIA,85.75,FALSE,2026-03-30
APP000553,MVYZU7629V,Amit Chopra,Defence Services,Government,8,95961,16132,76432,High,31746,287824,2,6,1,4,588,2,10,8,2,2,582000,36,629010793226,1994-07-02,8827825463,amit736@outlook.com,"Flat 512, D Wing, Krishna Residency, Koramangala, Pune, Maharashtra - 581101",90261,TRUE,FALSE,FALSE,3,16.47,20596.7,0.58,TRUE,76.29,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|INCOME_MISMATCH,88.59,TRUE,2025-12-20
APP000554,UTZJU8441Y,Raj Kapoor,EY,Private Sector,18,90616,31313,74184,High,14001,308562,1,3,0.78,1,700,3,9,6,2,1,348000,36,683870278537,1996-11-23,8182149241,raj.kapoor@yahoo.com,"Flat 706, C Wing, Royal Apartments, Andheri, Pune, Maharashtra - 969141",82350,TRUE,FALSE,FALSE,3,12.97,11720.47,0.312,TRUE,96.51,TRUE,APPROVE,LOW,INCOME_MISMATCH,96.77,TRUE,2025-12-23
APP000555,VITQX4630B,Neha Iyer,Deloitte,Private Sector,13,55643,16877,53611,High,17874,28630,1,12,0.74,3,822,0,16,3,8,1,123000,12,988108558723,1968-06-12,8978457208,neha395@gmail.com,"Flat 379, C Wing, Royal Residency, Malviya Nagar, Delhi, Delhi - 870853",54351,FALSE,FALSE,FALSE,2,11.12,10877.83,0.529,TRUE,70.98,TRUE,APPROVE,LOW,HIGH_DTI,87.08,FALSE,2025-12-30
APP000556,DMKXQ0637T,Shreya Iyer,Infosys,Private Sector,9,140286,40965,143576,High,863,340268,3,12,0.9,4,603,5,6,5,1,3,315000,48,580363836472,1975-06-12,9445581708,shreyaiyer@yahoo.com,"Flat 279, B Wing, Royal Plaza, Satellite, Chennai, Tamil Nadu - 520875",118742,TRUE,FALSE,FALSE,3,14.2,8639.48,0.08,FALSE,76.11,TRUE,REVIEW,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|HIGH_BOUNCE_RATE|ADVERSE_CREDIT_HISTORY,71.59,TRUE,2025-11-07
APP000557,PZXZY9182U,Gaurav Mehta,Municipal Corporation,Government,18,125933,34779,123425,High,29359,288367,0,6,1.21,1,836,1,10,3,5,0,487000,84,128150164546,1978-07-05,8725731253,gmehta@hotmail.com,"Flat 177, C Wing, Lakshmi Complex, Banjara Hills, Pune, Maharashtra - 924844",113343,FALSE,FALSE,FALSE,0,8.75,7773.73,0.328,TRUE,82.99,TRUE,APPROVE,LOW,MEETS_CRITERIA,93.36,FALSE,2026-04-10
APP000558,WGCEG9656T,Ravi Mishra,Self Employed,Self-Employed,5,162412,33141,164441,High,44909,261287,0,6,0.57,1,693,3,9,5,3,0,985000,24,541913780498,1964-12-17,8462093837,ravi501@outlook.com,"Flat 837, D Wing, Krishna Heights, Satellite, Bangalore, Karnataka - 102549",140912,TRUE,FALSE,FALSE,1,12.87,46768.57,0.651,FALSE,51.81,FALSE,REJECT,HIGH,HIGH_DTI|INCOME_MISMATCH|DOCUMENT_INCONSISTENCY,45.59,TRUE,2026-04-15
APP000559,HDZJD4045U,Sneha Bansal,EY,MNC,20,199400,64204,138013,High,39969,586688,2,12,1.27,3,624,3,3,7,2,3,1002000,48,820727126334,1985-06-10,9929378132,snehabansal@hotmail.com,"Flat 900, D Wing, Lakshmi Heights, Banjara Hills, Bangalore, Karnataka - 570628",172090,TRUE,FALSE,FALSE,3,14.63,27698.84,0.393,TRUE,60.22,FALSE,REVIEW,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH|DOCUMENT_INCONSISTENCY,64.89,TRUE,2026-02-18
APP000560,ZARFQ8621G,Vikram Saxena,Coal India,Public Sector,18,197528,55089,149648,High,24405,156468,0,6,1.1,1,619,2,3,10,3,2,419000,72,317790534038,1995-05-05,8233315180,vikram.saxena@gmail.com,"Flat 256, A Wing, Shanti Heights, Banjara Hills, Bangalore, Karnataka - 663868",166988,TRUE,TRUE,FALSE,2,15.51,8976.22,0.2,TRUE,94.53,TRUE,REVIEW,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH|EXCESSIVE_INQUIRIES|PAST_DEFAULT,90.67,TRUE,2026-03-30
APP000561,BKYKZ1184U,Suresh Patel,Defence Services,Government,16,71913,16810,89043,High,2416,109627,3,12,1.24,0,706,1,13,2,6,1,162000,36,182613506210,1993-11-14,8340157997,suresh.patel@gmail.com,"Flat 578, C Wing, Sai Paradise, Malviya Nagar, Mumbai, Maharashtra - 773781",64981,TRUE,TRUE,FALSE,0,13.64,5508.49,0.122,TRUE,70.29,TRUE,APPROVE,MEDIUM,INCOME_MISMATCH|HIGH_BOUNCE_RATE|PAST_DEFAULT,89.14,TRUE,2026-02-14
APP000562,XIURE7469J,Nisha Mehta,Cognizant,MNC,3,216058,48008,182608,Medium,20030,424674,0,12,1.15,4,684,3,11,4,6,0,1317000,36,798889213273,1970-11-25,8215229322,nisha786@yahoo.com,"Flat 115, C Wing, Lakshmi Tower, Adyar, Mumbai, Maharashtra - 677417",186662,FALSE,FALSE,FALSE,3,14.42,45281.06,0.35,TRUE,78.12,TRUE,APPROVE,LOW,MEETS_CRITERIA,91.95,FALSE,2026-01-31
APP000563,OJATT9601O,Kavita Kumar,Proprietorship,Self-Employed,4,104405,18385,70253,Medium,14046,307580,0,3,0.74,2,890,0,20,0,3,0,229000,48,359804333156,1963-04-04,8164010146,kavita732@yahoo.com,"Flat 8, B Wing, Lakshmi Complex, Satellite, Bangalore, Karnataka - 274464",90894,TRUE,FALSE,FALSE,0,8.86,5683.46,0.217,TRUE,83.49,TRUE,APPROVE,LOW,INCOME_MISMATCH,92.03,TRUE,2025-11-11
APP000564,TPQJO5708K,Ravi Chauhan,KPMG,Startup,15,99521,15801,125379,High,17678,196548,0,3,1.04,3,636,4,10,9,3,1,539000,84,526359517635,1975-01-11,9441302286,ravi155@hotmail.com,"Flat 23, B Wing, Sai Apartments, Salt Lake, Pune, Maharashtra - 709348",93870,TRUE,FALSE,FALSE,1,17.7,11234.04,0.308,TRUE,81.63,TRUE,REJECT,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH|EXCESSIVE_INQUIRIES,91.33,TRUE,2026-01-30
APP000565,CZIYC2712Z,Vivek Mehta,Accenture,Private Sector,2,62280,11998,79715,Medium,5386,33037,4,12,1.15,0,653,1,9,4,4,1,133000,60,673137174190,1979-12-04,8669545085,vivek.mehta@hotmail.com,"Flat 956, D Wing, Shanti Heights, Satellite, Delhi, Delhi - 193675",60752,TRUE,FALSE,FALSE,3,11.22,2906.36,0.136,TRUE,91.34,TRUE,REJECT,MEDIUM,INCOME_MISMATCH|HIGH_BOUNCE_RATE,90.48,TRUE,2026-02-05
APP000566,USSWO9804I,Deepika Desai,Freelance Consultant,Self-Employed,7,75332,18761,81759,High,10946,92405,2,3,0.49,3,584,6,7,3,1,2,166000,24,114754662482,1991-12-02,9530642116,deepika509@gmail.com,"Flat 643, B Wing, Sai Plaza, Viman Nagar, Delhi, Delhi - 743178",64436,TRUE,FALSE,FALSE,4,15.9,8119.95,0.296,TRUE,66.05,FALSE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|DOCUMENT_INCONSISTENCY|ADVERSE_CREDIT_HISTORY,66.91,TRUE,2026-01-08
APP000567,XGCRY5804N,Abhishek Bhat,Indian Railways,Public Sector,23,271830,43427,234126,High,91202,746881,0,3,0.47,0,729,3,13,5,4,2,1326000,24,601883041544,1982-09-19,8447334359,abhishek.bhat@hotmail.com,"Flat 681, C Wing, Sai Heights, Gomti Nagar, Delhi, Delhi - 909255",231834,FALSE,FALSE,FALSE,3,12.98,63028,0.665,TRUE,97.2,TRUE,REVIEW,MEDIUM,HIGH_DTI,89.48,TRUE,2026-01-29
APP000568,XDBGS3532T,Suresh Shah,Reliance Industries,Private Sector,11,92853,13971,91140,High,24949,304234,1,6,1.25,3,794,2,11,0,3,1,332000,24,161195406278,1991-12-10,8008806831,suresh783@gmail.com,"Flat 143, B Wing, Sai Paradise, Banjara Hills, Lucknow, Uttar Pradesh - 916324",90377,FALSE,FALSE,FALSE,1,9.99,15318.58,0.446,TRUE,75.84,TRUE,APPROVE,LOW,MEETS_CRITERIA,88.73,FALSE,2025-12-29
APP000569,MGXCX7020T,Shreya Thakur,KPMG,MNC,5,123420,28936,108334,High,29875,398876,0,3,0.48,2,768,0,20,0,3,0,435000,36,158719942505,1972-12-28,8125309558,sthakur@yahoo.com,"Flat 688, B Wing, Lakshmi Complex, Banjara Hills, Chennai, Tamil Nadu - 612296",109671,FALSE,FALSE,FALSE,0,11.34,14311.48,0.403,TRUE,77.54,TRUE,APPROVE,LOW,MEETS_CRITERIA,92.28,FALSE,2026-03-27
APP000570,NUHTC2812F,Amit Kapoor,BHEL,Public Sector,4,118012,39544,147616,Medium,38005,151812,1,12,0.9,1,675,3,11,3,3,2,377000,24,857094391370,1973-01-03,8358783792,amitkapoor@yahoo.com,"Flat 385, A Wing, Royal Plaza, Andheri, Bangalore, Karnataka - 640924",112782,TRUE,FALSE,FALSE,3,12.56,17845.45,0.495,TRUE,81.47,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,87.31,TRUE,2026-03-30
APP000571,ILMZA9939Q,Raj Nambiar,Self Employed,Self-Employed,8,108414,31029,141162,High,19772,265437,1,6,0.59,1,896,0,15,0,7,1,403000,24,811808293850,1989-12-22,9584779825,rnambiar@yahoo.com,"Flat 381, C Wing, Sai Heights, Salt Lake, Delhi, Delhi - 205188",100180,TRUE,FALSE,FALSE,0,8.58,18333.39,0.38,TRUE,73.31,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,83.73,TRUE,2025-12-23
APP000572,FMCMU2560D,Gaurav Rao,Central Government,Government,7,61448,20358,43175,High,15356,16935,0,12,1.13,4,809,1,18,0,3,1,269000,84,45820721624,1995-04-09,8542468473,grao@gmail.com,"Flat 855, B Wing, Lakshmi Apartments, Andheri, Kolkata, West Bengal - 451576",51321,TRUE,FALSE,FALSE,2,11.31,4649.9,0.39,TRUE,82.63,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,93.75,TRUE,2026-02-18
APP000573,ZSOCS2903B,Meera Thakur,Flipkart,MNC,17,52368,8276,73735,High,6095,14806,1,6,1.16,2,599,6,7,7,4,1,191000,60,567409201675,1997-10-27,8093001341,mthakur@gmail.com,"Flat 20, C Wing, Krishna Paradise, Koramangala, Ahmedabad, Gujarat - 983849",51860,TRUE,FALSE,FALSE,5,16.32,4677.29,0.208,TRUE,82.32,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY,87.67,TRUE,2026-02-16
APP000574,CFBMI0916D,Mohit Nair,Deloitte,Startup,16,40275,9068,47590,High,6273,44208,0,6,0.93,2,732,4,4,2,4,2,199000,24,508159590431,1991-05-23,8907174164,mohit.nair@hotmail.com,"Flat 708, B Wing, Shanti Apartments, Banjara Hills, Mumbai, Maharashtra - 834621",37943,TRUE,FALSE,FALSE,2,12.78,9440.27,0.414,FALSE,94.83,TRUE,REJECT,MEDIUM,INCOME_MISMATCH,79.94,TRUE,2026-03-27
APP000575,QHTRT9577O,Ankit Rao,Central Government,Government,13,64564,11125,72536,High,2499,140747,0,3,1.16,3,705,3,14,4,2,1,347000,60,489400946584,1997-12-19,8739248878,arao@hotmail.com,"Flat 429, D Wing, Sai Complex, Salt Lake, Ahmedabad, Gujarat - 995170",62708,TRUE,FALSE,FALSE,3,11.66,7659.34,0.162,TRUE,77.34,TRUE,APPROVE,LOW,INCOME_MISMATCH,86.37,TRUE,2026-02-21
APP000576,PCLPV8537O,Ankit Rao,Deloitte,MNC,7,105349,35477,104305,High,19605,138798,1,12,1,3,746,3,5,2,4,0,662000,36,563967044777,1996-04-21,9640577025,ankit468@outlook.com,"Flat 289, D Wing, Krishna Residency, Gomti Nagar, Lucknow, Uttar Pradesh - 436288",89181,TRUE,FALSE,FALSE,2,11.09,21701.26,0.463,TRUE,76.26,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,82.97,TRUE,2025-12-01
APP000577,MTDQS1335R,Nisha Verma,Municipal Corporation,Government,7,132532,27512,122926,High,48658,296895,0,12,0.79,2,870,0,6,4,5,1,317000,60,426603669802,1967-07-19,8564482943,nverma@rediffmail.com,"Flat 443, D Wing, Lakshmi Tower, Adyar, Delhi, Delhi - 601428",122260,FALSE,FALSE,FALSE,0,8.72,6537.4,0.451,TRUE,71.8,TRUE,APPROVE,LOW,MEETS_CRITERIA,87.2,FALSE,2026-04-21
APP000578,BRABF8370G,Manish Mehta,HDFC Bank,MNC,3,114915,36230,125658,Medium,22267,360243,5,6,0.94,3,474,10,5,9,1,6,321000,48,692494180169,1989-02-04,8899112946,manishmehta@gmail.com,"Flat 474, D Wing, Krishna Paradise, Koramangala, Jaipur, Rajasthan - 375952",98899,TRUE,TRUE,FALSE,3,18.79,9562.4,0.322,TRUE,72.17,FALSE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|HIGH_BOUNCE_RATE|DOCUMENT_INCONSISTENCY|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES|PAST_DEFAULT,70.58,TRUE,2026-03-29
APP000579,GSGQQ3709F,Kunal Agarwal,GAIL,Public Sector,18,103319,25419,97173,High,18683,210696,3,3,0.45,0,740,1,5,4,4,2,346000,72,179316250553,1994-05-20,9467992448,kagarwal@rediffmail.com,"Flat 604, C Wing, Royal Apartments, Gomti Nagar, Ahmedabad, Gujarat - 798361",93817,FALSE,FALSE,FALSE,3,12.11,6784.18,0.271,TRUE,71.46,TRUE,APPROVE,LOW,HIGH_BOUNCE_RATE,81.6,FALSE,2025-11-18
APP000580,CXLCB5826O,Sneha Menon,Freelance Consultant,Self-Employed,5,109975,26416,114347,High,15452,28449,0,3,0.41,0,639,5,9,10,2,1,233000,84,578149635501,1991-10-02,8135311015,snehamenon@outlook.com,"Flat 833, A Wing, Shanti Apartments, Malviya Nagar, Delhi, Delhi - 160332",93117,TRUE,FALSE,FALSE,2,14.02,4369,0.213,FALSE,86.4,TRUE,APPROVE,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES,74.18,TRUE,2026-04-17
APP000581,UOWXE7800C,Deepika Bansal,State Government,Government,28,330599,114465,234230,High,56393,582299,0,3,1.16,2,515,9,6,7,3,5,877000,48,496602514358,1978-11-19,9947118004,deepika.bansal@outlook.com,"Flat 586, B Wing, Lakshmi Tower, Satellite, Delhi, Delhi - 160942",285162,TRUE,FALSE,FALSE,4,21.32,27308.09,0.294,TRUE,95.43,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY,95.16,TRUE,2026-02-09
APP000582,KCSMW8717D,Pooja Mehta,Self Employed,Self-Employed,9,150586,23902,191247,High,18499,94446,0,12,0.99,1,682,4,7,1,3,1,895000,72,160580197557,1967-07-31,9982678650,pooja851@outlook.com,"Flat 765, B Wing, Lakshmi Apartments, Salt Lake, Chennai, Tamil Nadu - 902951",140825,TRUE,FALSE,FALSE,2,12.77,17857.86,0.258,FALSE,96.88,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,77.73,TRUE,2026-03-04
APP000583,OLALC2451H,Suresh Mishra,Freelance Consultant,Self-Employed,15,176380,41551,176666,High,9174,96285,1,3,0.9,1,665,2,8,1,2,0,1348000,72,661054171500,1961-09-16,8460175180,sureshmishra@hotmail.com,"Flat 291, D Wing, Shanti Tower, Viman Nagar, Jaipur, Rajasthan - 578732",174781,FALSE,FALSE,FALSE,1,12.27,26543.31,0.204,TRUE,82.26,TRUE,REVIEW,LOW,MEETS_CRITERIA,92.48,FALSE,2026-03-13
APP000584,HRXRC6058Z,Nikhil Pillai,NTPC,Public Sector,12,227547,38938,212281,High,9534,360653,0,3,0.79,3,723,3,9,5,3,1,450000,84,698801225620,1973-06-23,8236108802,npillai@gmail.com,"Flat 735, B Wing, Lakshmi Residency, Satellite, Bangalore, Karnataka - 853161",193398,FALSE,FALSE,FALSE,3,12.26,8006.44,0.091,TRUE,73.15,FALSE,APPROVE,LOW,DOCUMENT_INCONSISTENCY,72.97,TRUE,2025-11-13
APP000585,EWJUZ9326R,Ishita Bhat,Cognizant,MNC,16,95589,19742,88885,High,33748,373798,1,6,1.07,1,870,0,5,3,7,0,283000,48,871834100066,1989-06-08,8984843930,ishita540@gmail.com,"Flat 2, D Wing, Shanti Plaza, Gomti Nagar, Pune, Maharashtra - 738814",95488,FALSE,FALSE,FALSE,2,9.78,7147.75,0.428,FALSE,70.13,TRUE,APPROVE,MEDIUM,MEETS_CRITERIA,72.97,TRUE,2026-02-04
APP000586,XUXDQ9342G,Gaurav Bansal,HCL Technologies,Startup,17,73993,16212,56062,High,17806,41073,5,12,1.07,0,462,8,2,13,2,2,132000,72,427406282850,2002-07-30,8525532052,gaurav.bansal@rediffmail.com,"Flat 194, D Wing, Shanti Tower, Banjara Hills, Delhi, Delhi - 365177",61864,TRUE,TRUE,FALSE,2,21.68,3291.62,0.341,TRUE,96.83,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|HIGH_BOUNCE_RATE|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES|PAST_DEFAULT,98.72,TRUE,2025-11-21
APP000587,JIPXF8146Z,Mohit Kapoor,HCL Technologies,MNC,3,179839,47787,198764,Medium,57601,304119,0,6,0.71,1,828,2,18,4,5,1,880000,12,473879309252,1966-07-18,9390605636,mohit.kapoor@gmail.com,"Flat 489, A Wing, Sai Apartments, Salt Lake, Hyderabad, Telangana - 745556",165590,TRUE,FALSE,FALSE,1,9.6,77202.36,0.814,TRUE,98.77,TRUE,REVIEW,MEDIUM,HIGH_DTI|INCOME_MISMATCH,98.75,TRUE,2026-04-12
APP000588,GQZNQ5872V,Amit Patel,Reliance Industries,Private Sector,15,88188,20609,81219,High,13666,141793,0,3,1.27,3,657,4,3,2,3,2,174000,60,423338831960,1991-05-02,9550927040,apatel@hotmail.com,"Flat 528, D Wing, Sai Tower, Malviya Nagar, Pune, Maharashtra - 142053",80080,FALSE,FALSE,FALSE,1,13.79,4029.76,0.221,TRUE,83.46,TRUE,REVIEW,MEDIUM,MEETS_CRITERIA,85.51,TRUE,2026-02-05
APP000589,JNXDA5678N,Rohan Saxena,ONGC,Public Sector,22,106547,32735,124838,High,37726,178765,0,3,0.9,1,742,0,7,5,4,2,752000,60,281689600668,1973-08-13,8312790425,rohan788@outlook.com,"Flat 952, A Wing, Lakshmi Residency, Satellite, Jaipur, Rajasthan - 672451",94942,TRUE,FALSE,FALSE,2,13.01,17114.16,0.578,TRUE,73.61,FALSE,REVIEW,MEDIUM,HIGH_DTI|INCOME_MISMATCH|DOCUMENT_INCONSISTENCY,68.92,TRUE,2026-03-30
APP000590,XIJRX6312V,Vivek Pillai,Self Employed,Self-Employed,4,44820,14060,53810,Medium,17178,28858,0,6,0.75,1,726,4,6,6,3,1,220000,60,664059974308,2001-09-29,8480378253,vpillai@rediffmail.com,"Flat 295, C Wing, Lakshmi Residency, Viman Nagar, Mumbai, Maharashtra - 924726",44133,TRUE,FALSE,FALSE,2,11.56,4845,0.499,FALSE,80.2,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,75.69,TRUE,2026-03-16
APP000591,LAIAX5748Y,Pooja Iyer,Self Employed,Self-Employed,2,180183,35232,132426,Medium,11212,501113,3,12,0.77,4,680,4,5,2,3,0,1248000,48,466219978565,1974-09-23,9555424586,pooja.iyer@hotmail.com,"Flat 166, C Wing, Shanti Apartments, Satellite, Ahmedabad, Gujarat - 595116",171284,TRUE,FALSE,FALSE,3,13.27,33648.2,0.262,TRUE,81.96,TRUE,APPROVE,MEDIUM,INCOME_MISMATCH|HIGH_BOUNCE_RATE,88.64,TRUE,2026-02-16
APP000592,FKMQB9260J,Swati Gupta,Infosys,Private Sector,4,252028,80861,174405,Medium,11190,642758,0,6,1.18,1,550,4,5,5,4,1,685000,12,735060012664,1977-02-24,8709614909,sgupta@gmail.com,"Flat 365, C Wing, Krishna Complex, Viman Nagar, Pune, Maharashtra - 423912",214701,TRUE,FALSE,FALSE,3,15.65,62037.24,0.341,FALSE,96.13,TRUE,REVIEW,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH,78.51,TRUE,2025-12-31
APP000593,TBNRT0142I,Rahul Shah,Defence Services,Government,13,108887,27081,87074,High,11679,345246,0,6,1.05,2,341,12,7,8,0,3,312000,72,6422764349,1993-11-03,9065265053,rahul.shah@outlook.com,"Flat 16, C Wing, Sai Apartments, Gomti Nagar, Pune, Maharashtra - 492177",92273,FALSE,TRUE,FALSE,2,18.23,7156.66,0.204,TRUE,61.45,FALSE,REJECT,HIGH,LOW_CREDIT_SCORE|DOCUMENT_INCONSISTENCY|ADVERSE_CREDIT_HISTORY|PAST_DEFAULT,65.4,TRUE,2026-03-18
APP000594,HFSDS3449P,Nikhil Thakur,ICICI Bank,Private Sector,17,34989,11969,33299,High,5971,99907,4,3,0.66,0,843,1,13,2,8,0,107000,72,772464972834,1999-12-04,9690671009,nikhilthakur@hotmail.com,"Flat 521, D Wing, Krishna Apartments, Adyar, Lucknow, Uttar Pradesh - 169236",31774,FALSE,FALSE,FALSE,2,11.46,2061.95,0.253,TRUE,53.68,FALSE,REVIEW,MEDIUM,HIGH_BOUNCE_RATE|DOCUMENT_INCONSISTENCY,66.34,TRUE,2025-12-01
APP000595,XHSMA7460X,Shreya Rao,Infosys,Startup,16,60513,9381,65267,High,8930,159591,0,6,1.24,3,573,5,4,5,2,2,122000,84,435784590731,1981-06-30,9582111264,shreya775@rediffmail.com,"Flat 269, B Wing, Lakshmi Complex, Malviya Nagar, Chennai, Tamil Nadu - 680519",60173,FALSE,FALSE,FALSE,3,15.98,2421.78,0.189,TRUE,84.24,TRUE,REVIEW,MEDIUM,LOW_CREDIT_SCORE|ADVERSE_CREDIT_HISTORY,89.83,TRUE,2026-04-09
APP000596,UWGPN4376T,Swati Pandey,Defence Services,Government,6,180131,33975,144664,High,12865,613916,0,3,0.46,1,613,4,3,4,4,2,908000,24,691845441983,1976-01-31,8357928262,swati.pandey@rediffmail.com,"Flat 618, D Wing, Krishna Plaza, Viman Nagar, Kolkata, West Bengal - 274008",157057,FALSE,TRUE,FALSE,5,14.45,43788.97,0.361,TRUE,71.26,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|PAST_DEFAULT,85.89,TRUE,2026-02-20
APP000597,RUJVN9847L,Pooja Shah,Accenture,MNC,18,92246,22037,104487,High,14549,76054,0,12,0.67,4,664,4,8,5,4,2,444000,84,380631905376,1994-11-20,8032879274,pshah@rediffmail.com,"Flat 200, C Wing, Sai Residency, Koramangala, Kolkata, West Bengal - 883140",81542,TRUE,TRUE,FALSE,3,13.67,8239.84,0.279,TRUE,89.4,TRUE,REVIEW,HIGH,INCOME_MISMATCH|PAST_DEFAULT,92.15,TRUE,2026-04-18
APP000598,OYVTL6849V,Ravi Bansal,Microsoft India,Private Sector,2,216182,32491,237794,Medium,6657,810156,0,6,0.71,3,609,4,5,9,4,2,996000,36,705182511031,1982-05-06,8267207591,rbansal@hotmail.com,"Flat 635, D Wing, Lakshmi Heights, Satellite, Delhi, Delhi - 863572",205024,TRUE,FALSE,FALSE,3,14.33,34200.77,0.199,TRUE,85.07,TRUE,REVIEW,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH|EXCESSIVE_INQUIRIES,91.36,TRUE,2025-10-31
APP000599,UDGPH8713P,Priya Nambiar,Central Government,Government,10,215911,46708,163630,High,4635,128521,0,12,0.98,3,705,1,10,5,5,0,1499000,48,653730534289,1977-03-20,9878162930,pnambiar@gmail.com,"Flat 880, D Wing, Shanti Complex, Andheri, Delhi, Delhi - 552808",197734,TRUE,FALSE,FALSE,2,13.36,40482.77,0.228,TRUE,82.19,TRUE,APPROVE,LOW,INCOME_MISMATCH,85.31,TRUE,2026-02-07
APP000600,PYFNT5348R,Vivek Menon,IOC,Public Sector,23,57533,13763,73029,High,15807,209226,0,12,0.54,4,687,3,10,5,3,1,365000,12,437596868627,1971-02-22,9182300971,vivek599@outlook.com,"Flat 119, B Wing, Lakshmi Complex, Adyar, Mumbai, Maharashtra - 993414",53996,TRUE,FALSE,FALSE,0,12.99,32599.09,0.896,TRUE,93.5,TRUE,APPROVE,MEDIUM,HIGH_DTI|INCOME_MISMATCH,90.17,TRUE,2026-02-21
APP000601,XKGZC2880D,Vivek Mishra,Central Government,Government,3,75669,21613,57802,Medium,17864,233040,1,6,0.68,0,731,3,10,4,2,2,426000,84,369004790464,1998-05-06,9094058151,vmishra@yahoo.com,"Flat 579, B Wing, Lakshmi Residency, Koramangala, Jaipur, Rajasthan - 752477",69729,TRUE,FALSE,FALSE,0,13.13,7779.92,0.368,TRUE,95.77,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,93.35,TRUE,2026-03-14
APP000602,ATTID9064W,Swati Pillai,NTPC,Public Sector,4,219640,38933,207046,Medium,74430,374516,0,12,1.15,1,746,3,8,4,6,2,1534000,24,724003031518,1982-05-14,8617598962,spillai@hotmail.com,"Flat 661, C Wing, Royal Residency, Salt Lake, Chennai, Tamil Nadu - 718446",216064,FALSE,FALSE,FALSE,0,12.48,72555.04,0.68,TRUE,91.56,TRUE,REVIEW,MEDIUM,HIGH_DTI,94.67,TRUE,2025-12-22
APP000603,SGUCN0163M,Suresh Desai,Freelance Consultant,Self-Employed,13,151525,35977,115511,High,31393,293775,3,6,0.42,3,638,4,6,3,2,2,746000,60,513985532375,1996-05-25,9883973175,suresh253@yahoo.com,"Flat 258, B Wing, Royal Plaza, Banjara Hills, Hyderabad, Telangana - 200667",142253,TRUE,FALSE,FALSE,3,15.52,17951.56,0.347,TRUE,82.78,TRUE,APPROVE,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH|HIGH_BOUNCE_RATE,86.53,TRUE,2026-01-26
